Overall Place,Gender Place,Division Place,Name,BIB,Team,Half,Finish Net,Finish Gun
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Place Overall,Place Gender,Place Overall,Name,,,,,
17953,6996,17953,"Carlucci, Lisa","Team
–","Team
–","HALF
02:01:56","Finish Net
04:11:53","Finish Gun
04:16:41"
17959,6997,17959,"Baker, Sarah","Team
–","Team
–","HALF
01:48:56","Finish Net
04:11:57","Finish Gun
04:36:58"
17960,6998,17960,"Shumeyko, Kate","Team
–","Team
–","HALF
01:49:57","Finish Net
04:11:57","Finish Gun
04:15:10"
17963,6999,17963,"Weaver, Faye","Team
–","Team
–","HALF
01:59:01","Finish Net
04:11:58","Finish Gun
04:15:52"
17964,7000,17964,"Witzel, Ricarda","Team
–","Team
–","HALF
02:01:02","Finish Net
04:11:58","Finish Gun
04:14:16"
17969,7001,17969,"Howard, April","Team
–","Team
–","HALF
01:55:57","Finish Net
04:12:00","Finish Gun
04:16:02"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Place Overall,Place Gender,Place Overall,Name,,,,,
17970,7002,17970,"Sojdie, Arshila","Team
–","Team
–","HALF
01:56:32","Finish Net
04:12:00","Finish Gun
04:18:44"
17971,7003,17971,"Waddell, Yun","Team
–","Team
–","HALF
02:01:28","Finish Net
04:12:01","Finish Gun
04:17:18"
17973,7004,17973,"Richer, Karen","Team
–","Team
–","HALF
01:51:51","Finish Net
04:12:02","Finish Gun
04:15:13"
17974,7005,17974,"De La Cruz, Karla","Team
–","Team
–","HALF
01:57:07","Finish Net
04:12:02","Finish Gun
04:19:24"
17975,7006,17975,"Hadley, Caitlyn","Team
–","Team
–","HALF
01:53:11","Finish Net
04:12:02","Finish Gun
04:20:44"
17976,7007,17976,"Wagner, Madison","Team
–","Team
–","HALF
01:57:26","Finish Net
04:12:03","Finish Gun
04:23:43"
17977,7008,17977,"Sheets, Donna","Team
–","Team
–","HALF
01:57:26","Finish Net
04:12:03","Finish Gun
04:17:52"
17978,7009,17978,"Williamson, Eleanor","Team
–","Team
–","HALF
02:09:46","Finish Net
04:12:05","Finish Gun
04:21:31"
17979,7010,17979,"Rokne, Rebecca","Team
–","Team
–","HALF
01:58:54","Finish Net
04:12:05","Finish Gun
04:14:54"
17983,7011,17983,"Hood, Michelle","Team
–","Team
–","HALF
01:53:55","Finish Net
04:12:08","Finish Gun
04:19:57"
17984,7012,17984,"Tabor, Kimberly","Team
–","Team
–","HALF
02:00:49","Finish Net
04:12:09","Finish Gun
04:20:12"
17985,7013,17985,"Reuland, Lauren","Team
–","Team
–","HALF
01:43:29","Finish Net
04:12:09","Finish Gun
04:20:17"
17986,7014,17986,"Zolnowski, Denise","Team
–","Team
–","HALF
01:56:52","Finish Net
04:12:10","Finish Gun
04:21:42"
17987,7015,17987,"Chou, Wan-Ling","Team
–","Team
–","HALF
01:55:26","Finish Net
04:12:10","Finish Gun
04:13:46"
17988,7016,17988,"Smith, Kyle","Team
–","Team
–","HALF
02:02:08","Finish Net
04:12:11","Finish Gun
04:22:25"
17990,7017,17990,"Doss Bennani, Sonia","Team
–","Team
–","HALF
01:54:22","Finish Net
04:12:14","Finish Gun
04:16:14"
17992,7018,17992,"Disilvestro, Alexis","Team
–","Team
–","HALF
01:57:11","Finish Net
04:12:14","Finish Gun
04:13:19"
17997,7019,17997,"Hynes, Bridgette","Team
–","Team
–","HALF
01:49:38","Finish Net
04:12:16","Finish Gun
04:15:09"
17998,7020,17998,"Wang, Feng Yi","Team
–","Team
–","HALF
02:04:04","Finish Net
04:12:17","Finish Gun
04:18:17"
17999,7021,17999,"Parry, Laura","Team
–","Team
–","HALF
01:55:37","Finish Net
04:12:17","Finish Gun
04:19:44"
18000,7022,18000,"Emery, Gillian","Team
–","Team
–","HALF
01:51:49","Finish Net
04:12:17","Finish Gun
04:20:42"
18001,7023,18001,"Watts, Alexis","Team
–","Team
–","HALF
01:57:53","Finish Net
04:12:18","Finish Gun
04:16:30"
18002,7024,18002,"Bumbalo, Linda","Team
–","Team
–","HALF
01:52:25","Finish Net
04:12:18","Finish Gun
04:17:46"
18003,7025,18003,"Quinn, Anna","Team
–","Team
–","HALF
01:56:31","Finish Net
04:12:18","Finish Gun
04:22:59"
18006,7026,18006,"Chambers, Angie","Team
–","Team
–","HALF
01:59:54","Finish Net
04:12:19","Finish Gun
04:18:35"
18014,7027,18014,"Jensen, Brooke","Team
–","Team
–","HALF
01:58:30","Finish Net
04:12:22","Finish Gun
04:20:08"
18016,7028,18016,"Fiorelli, Angela","Team
–","Team
–","HALF
01:59:57","Finish Net
04:12:24","Finish Gun
04:13:21"
18019,7029,18019,"Brownsdon, Kathleen","Team
–","Team
–","HALF
01:50:52","Finish Net
04:12:26","Finish Gun
04:17:39"
18020,7030,18020,"Berrouard, Martha","Team
–","Team
–","HALF
01:59:32","Finish Net
04:12:26","Finish Gun
04:21:15"
18021,7031,18021,"Routon, Amy","Team
–","Team
–","HALF
01:48:59","Finish Net
04:12:26","Finish Gun
04:14:34"
18023,7032,18023,"Rao, Min","Team
–","Team
–","HALF
01:56:52","Finish Net
04:12:27","Finish Gun
04:21:39"
18027,7033,18027,"Coyne, Jennifer","Team
–","Team
–","HALF
01:56:12","Finish Net
04:12:29","Finish Gun
04:20:04"
18028,7034,18028,"Smith, Caroline","Team
–","Team
–","HALF
01:59:16","Finish Net
04:12:29","Finish Gun
04:16:09"
18030,7035,18030,"Paradis, Brooke","Team
–","Team
–","HALF
01:57:52","Finish Net
04:12:31","Finish Gun
04:14:38"
18032,7036,18032,"Meng, Lei","Team
–","Team
–","HALF
02:00:14","Finish Net
04:12:33","Finish Gun
04:20:08"
18035,7037,18035,"Gilman, Jennifer","Team
–","Team
–","HALF
01:57:32","Finish Net
04:12:34","Finish Gun
04:20:38"
18036,7038,18036,"Garber, Tami","Team
–","Team
–","HALF
01:49:41","Finish Net
04:12:34","Finish Gun
04:19:29"
18037,7039,18037,"Pomeroy, Molly","Team
–","Team
–","HALF
01:59:40","Finish Net
04:12:34","Finish Gun
04:23:40"
18038,7040,18038,"Boggan, Shelley","Team
–","Team
–","HALF
01:59:52","Finish Net
04:12:35","Finish Gun
04:20:02"
18040,7041,18040,"Calhoun, Deborah","Team
–","Team
–","HALF
01:56:03","Finish Net
04:12:35","Finish Gun
04:20:19"
18041,7042,18041,"Mcgee, Tracey","Team
–","Team
–","HALF
01:53:45","Finish Net
04:12:35","Finish Gun
04:18:34"
18042,7043,18042,"Newall, Amanda","Team
–","Team
–","HALF
02:02:18","Finish Net
04:12:36","Finish Gun
04:17:13"
18043,7044,18043,"Shaffer, Alison","Team
–","Team
–","HALF
01:50:00","Finish Net
04:12:36","Finish Gun
04:12:39"
18044,7045,18044,"Harms, Jessica","Team
–","Team
–","HALF
02:00:11","Finish Net
04:12:36","Finish Gun
04:13:40"
18045,7046,18045,"Jacobson, Andrea","Team
–","Team
–","HALF
01:58:06","Finish Net
04:12:37","Finish Gun
04:14:26"
18046,7047,18046,"Kennedy, Courtney","Team
–","Team
–","HALF
01:55:45","Finish Net
04:12:37","Finish Gun
04:14:43"
18050,7048,18050,"Penzes, Michaela","Team
–","Team
–","HALF
01:54:18","Finish Net
04:12:39","Finish Gun
04:37:41"
18051,7049,18051,"Khersonsky, Sally","Team
–","Team
–","HALF
01:57:11","Finish Net
04:12:40","Finish Gun
04:22:15"
18052,7050,18052,"Dundee, Sarah","Team
–","Team
–","HALF
02:01:43","Finish Net
04:12:40","Finish Gun
04:20:14"
18054,7051,18054,"Britt, Faye","Team
–","Team
–","HALF
02:00:30","Finish Net
04:12:43","Finish Gun
04:21:53"
18055,7052,18055,"Butcher, Marianne","Team
–","Team
–","HALF
02:02:17","Finish Net
04:12:43","Finish Gun
04:21:42"
18057,7053,18057,"Bacon, Tanya","Team
Charlotte Running Club","Team
Charlotte Running Club","HALF
02:03:54","Finish Net
04:12:45","Finish Gun
04:22:18"
18058,7054,18058,"Watterson, Brecken","Team
–","Team
–","HALF
02:00:56","Finish Net
04:12:45","Finish Gun
04:20:16"
18060,7055,18060,"Derby, Amanda","Team
–","Team
–","HALF
02:05:47","Finish Net
04:12:45","Finish Gun
04:22:36"
18061,7056,18061,"Longua, Courtney","Team
–","Team
–","HALF
02:00:56","Finish Net
04:12:45","Finish Gun
04:20:17"
18063,7057,18063,"Drake, Elizabeth","Team
–","Team
–","HALF
01:57:11","Finish Net
04:12:47","Finish Gun
04:19:01"
18064,7058,18064,"Roy, Taylor","Team
–","Team
–","HALF
01:59:06","Finish Net
04:12:47","Finish Gun
04:13:30"
18065,7059,18065,"Baeyens, Sylvia","Team
–","Team
–","HALF
01:48:47","Finish Net
04:12:48","Finish Gun
04:20:11"
18070,7060,18070,"Dodge, Tracy","Team
–","Team
–","HALF
01:41:59","Finish Net
04:12:50","Finish Gun
04:12:59"
18071,7061,18071,"Esquivel, Alice","Team
–","Team
–","HALF
01:46:27","Finish Net
04:12:50","Finish Gun
04:20:54"
18072,7062,18072,"Sjobom, Candice","Team
–","Team
–","HALF
01:52:54","Finish Net
04:12:51","Finish Gun
04:14:17"
18074,7063,18074,"Myers, Roberta","Team
–","Team
–","HALF
01:48:43","Finish Net
04:12:51","Finish Gun
04:16:51"
18075,7064,18075,"García Cueto Novelo, Marina","Team
–","Team
–","HALF
01:58:02","Finish Net
04:12:51","Finish Gun
04:23:21"
18078,7065,18078,"Mizer, Christy","Team
–","Team
–","HALF
01:58:21","Finish Net
04:12:52","Finish Gun
04:20:47"
18079,7066,18079,"Rufener, Maria","Team
–","Team
–","HALF
01:57:27","Finish Net
04:12:52","Finish Gun
04:18:50"
18080,7067,18080,"Samuels, Ryana","Team
–","Team
–","HALF
01:56:57","Finish Net
04:12:53","Finish Gun
04:17:34"
18082,7068,18082,"Capko, Deborah","Team
Shore Athletic Club","Team
Shore Athletic Club","HALF
01:57:02","Finish Net
04:12:53","Finish Gun
04:22:25"
18084,7069,18084,"Schneider, Katie","Team
–","Team
–","HALF
02:02:13","Finish Net
04:12:53","Finish Gun
05:09:07"
18094,7070,18094,"Smith, Dana","Team
–","Team
–","HALF
02:00:34","Finish Net
04:12:59","Finish Gun
04:13:36"
18097,7071,18097,"Popik, Jessica","Team
–","Team
–","HALF
02:01:30","Finish Net
04:13:01","Finish Gun
04:14:53"
18098,7072,18098,"Robin, Andria","Team
–","Team
–","HALF
02:00:50","Finish Net
04:13:01","Finish Gun
04:21:43"
18099,7073,18099,"Mon, Mary","Team
–","Team
–","HALF
01:53:00","Finish Net
04:13:02","Finish Gun
04:15:45"
18100,7074,18100,"Severson, Ashley","Team
–","Team
–","HALF
01:50:48","Finish Net
04:13:02","Finish Gun
04:14:31"
18101,7075,18101,"Lee, Karinna","Team
–","Team
–","HALF
01:51:17","Finish Net
04:13:03","Finish Gun
04:20:21"
18102,7076,18102,"Zartman, Rachel","Team
–","Team
–","HALF
01:52:20","Finish Net
04:13:03","Finish Gun
04:18:19"
18105,7077,18105,"Radziunas, Victoria","Team
–","Team
–","HALF
02:03:26","Finish Net
04:13:04","Finish Gun
04:14:01"
18106,7078,18106,"Bolduc, Sonia","Team
–","Team
–","HALF
01:58:22","Finish Net
04:13:05","Finish Gun
04:21:05"
18109,7079,18109,"Scherman, Kristin","Team
–","Team
–","HALF
01:50:03","Finish Net
04:13:05","Finish Gun
04:15:42"
18115,7080,18115,"De La Mora, Guadalupe","Team
–","Team
–","HALF
01:50:09","Finish Net
04:13:07","Finish Gun
04:16:35"
18118,7081,18118,"Floyd, Sarah","Team
–","Team
–","HALF
01:47:47","Finish Net
04:13:08","Finish Gun
04:19:18"
18119,7082,18119,"Greer, Michelle","Team
–","Team
–","HALF
02:00:39","Finish Net
04:13:09","Finish Gun
04:21:51"
18120,7083,18120,"Winther-Larsen, Hanne","Team
–","Team
–","HALF
01:55:53","Finish Net
04:13:09","Finish Gun
04:22:29"
18121,7084,18121,"Roegner, Kirstin","Team
–","Team
–","HALF
01:58:45","Finish Net
04:13:09","Finish Gun
04:22:21"
18125,7085,18125,"Hilbert, Lisa","Team
–","Team
–","HALF
01:57:32","Finish Net
04:13:12","Finish Gun
04:24:18"
18126,7086,18126,"Darrenkamp, Bonnie","Team
–","Team
–","HALF
01:56:44","Finish Net
04:13:12","Finish Gun
04:17:33"
18127,7087,18127,"Fernandez, Olga","Team
–","Team
–","HALF
02:01:05","Finish Net
04:13:12","Finish Gun
04:15:05"
18128,7088,18128,"Satterlee, Linnae","Team
–","Team
–","HALF
02:03:22","Finish Net
04:13:12","Finish Gun
04:23:47"
18129,7089,18129,"Brophy, Karen","Team
–","Team
–","HALF
01:52:42","Finish Net
04:13:13","Finish Gun
04:20:23"
18132,7090,18132,"Cole, Carly","Team
–","Team
–","HALF
01:54:14","Finish Net
04:13:13","Finish Gun
04:16:30"
18135,7091,18135,"Ziegel, Leslie","Team
–","Team
–","HALF
01:56:25","Finish Net
04:13:15","Finish Gun
04:19:32"
18138,7092,18138,"Widmer, Marie-Aude","Team
–","Team
–","HALF
01:54:22","Finish Net
04:13:15","Finish Gun
04:14:37"
18140,7093,18140,"Tassinari, Jenny","Team
–","Team
–","HALF
01:47:47","Finish Net
04:13:16","Finish Gun
04:14:58"
18141,7094,18141,"Hutchinson, Megan","Team
–","Team
–","HALF
01:52:49","Finish Net
04:13:17","Finish Gun
04:16:06"
18146,7095,18146,"Duzynski, Agata","Team
–","Team
–","HALF
01:57:58","Finish Net
04:13:18","Finish Gun
04:16:21"
18147,7096,18147,"Ver Kuilen, Nicole","Team
–","Team
–","HALF
01:56:23","Finish Net
04:13:18","Finish Gun
04:13:18"
18150,7097,18150,"Davis, Lyn","Team
–","Team
–","HALF
02:00:41","Finish Net
04:13:20","Finish Gun
04:21:49"
18151,7098,18151,"Turner, Lauren","Team
–","Team
–","HALF
01:44:22","Finish Net
04:13:20","Finish Gun
04:13:26"
18156,7099,18156,"Santo, Leah","Team
–","Team
–","HALF
01:53:05","Finish Net
04:13:22","Finish Gun
04:13:37"
18159,7100,18159,"Dodge, Susan","Team
–","Team
–","HALF
01:55:25","Finish Net
04:13:23","Finish Gun
04:17:34"
18160,7101,18160,"Benway, Karen","Team
–","Team
–","HALF
01:55:25","Finish Net
04:13:23","Finish Gun
04:17:34"
18162,7102,18162,"Steensma, Ruo","Team
–","Team
–","HALF
01:51:05","Finish Net
04:13:23","Finish Gun
04:20:51"
18163,7103,18163,"Roskill, Olivia","Team
–","Team
–","HALF
01:58:33","Finish Net
04:13:24","Finish Gun
04:19:22"
18167,7104,18167,"Jensen, Kirsten","Team
–","Team
–","HALF
02:00:48","Finish Net
04:13:28","Finish Gun
04:22:43"
18171,7105,18171,"Blackner, Khia","Team
–","Team
–","HALF
01:54:07","Finish Net
04:13:32","Finish Gun
04:14:30"
18173,7106,18173,"Glennon, Chloe","Team
–","Team
–","HALF
01:58:28","Finish Net
04:13:33","Finish Gun
04:14:14"
18174,7107,18174,"Rosenblatt, Lisa","Team
–","Team
–","HALF
01:54:54","Finish Net
04:13:33","Finish Gun
04:22:31"
18175,7108,18175,"Ekmekci, Melis","Team
–","Team
–","HALF
01:56:43","Finish Net
04:13:33","Finish Gun
04:19:03"
18177,7109,18177,"Bialas, Jess","Team
–","Team
–","HALF
01:57:52","Finish Net
04:13:35","Finish Gun
04:18:33"
18180,7110,18180,"Moran-Jones, Kellie","Team
–","Team
–","HALF
02:05:06","Finish Net
04:13:36","Finish Gun
04:21:46"
18181,7111,18181,"Conlan, Kimberly","Team
–","Team
–","HALF
02:06:12","Finish Net
04:13:36","Finish Gun
04:17:38"
18182,7112,18182,"Sargent, Carmen","Team
Garden State Track Club","Team
Garden State Track Club","HALF
01:56:16","Finish Net
04:13:36","Finish Gun
04:21:06"
18184,7113,18184,"Niesen, Betsy","Team
–","Team
–","HALF
01:53:05","Finish Net
04:13:38","Finish Gun
04:20:51"
18187,7114,18187,"Eom, Mi Jeong","Team
–","Team
–","HALF
01:56:41","Finish Net
04:13:39","Finish Gun
04:18:50"
18188,7115,18188,"Gianello, Karina","Team
–","Team
–","HALF
02:03:06","Finish Net
04:13:39","Finish Gun
04:23:40"
18190,7116,18190,"Bellew, Rebecca","Team
–","Team
–","HALF
01:55:29","Finish Net
04:13:40","Finish Gun
04:19:05"
18192,7117,18192,"Tymeson, Kerri","Team
–","Team
–","HALF
01:52:10","Finish Net
04:13:41","Finish Gun
04:39:40"
18194,7118,18194,"Derubertis, Angela","Team
–","Team
–","HALF
01:57:58","Finish Net
04:13:42","Finish Gun
04:16:44"
18199,7119,18199,"Molina, Kristen","Team
–","Team
–","HALF
01:50:46","Finish Net
04:13:43","Finish Gun
04:17:37"
18200,7120,18200,"Lilley, Erika","Team
–","Team
–","HALF
02:04:26","Finish Net
04:13:43","Finish Gun
04:13:52"
18205,7121,18205,"Mckechnie, Barbara","Team
–","Team
–","HALF
01:55:45","Finish Net
04:13:46","Finish Gun
04:20:06"
18206,7122,18206,"Jaar-Arango, Jessika","Team
–","Team
–","HALF
02:01:40","Finish Net
04:13:46","Finish Gun
04:15:07"
18207,7123,18207,"Malory, Laura","Team
–","Team
–","HALF
02:06:07","Finish Net
04:13:46","Finish Gun
04:23:37"
18209,7124,18209,"Witt, Margaret","Team
–","Team
–","HALF
02:01:43","Finish Net
04:13:47","Finish Gun
04:20:07"
18210,7125,18210,"Nelson, Erica","Team
–","Team
–","HALF
01:51:04","Finish Net
04:13:48","Finish Gun
04:19:05"
18211,7126,18211,"Lawrenson, Mary Ann","Team
–","Team
–","HALF
02:02:53","Finish Net
04:13:49","Finish Gun
04:23:35"
18212,7127,18212,"King, Emma","Team
–","Team
–","HALF
01:53:24","Finish Net
04:13:49","Finish Gun
04:18:27"
18213,7128,18213,"Kuo, Anna","Team
–","Team
–","HALF
01:52:07","Finish Net
04:13:49","Finish Gun
04:21:30"
18214,7129,18214,"Mann, Lori","Team
–","Team
–","HALF
01:58:30","Finish Net
04:13:49","Finish Gun
04:21:01"
18217,7130,18217,"Shawber, Patricia","Team
–","Team
–","HALF
01:56:01","Finish Net
04:13:51","Finish Gun
04:22:53"
18218,7131,18218,"Roche, Judy","Team
–","Team
–","HALF
02:01:03","Finish Net
04:13:51","Finish Gun
04:22:50"
18222,7132,18222,"Kopacz, Margaret","Team
–","Team
–","HALF
02:02:21","Finish Net
04:13:54","Finish Gun
04:23:21"
18223,7133,18223,"Hui, Bondy","Team
–","Team
–","HALF
01:53:30","Finish Net
04:13:55","Finish Gun
04:14:04"
18227,7134,18227,"Manchanda, Neelam","Team
–","Team
–","HALF
01:58:36","Finish Net
04:13:58","Finish Gun
04:18:43"
18229,7135,18229,"Riemenschneider, Jackie","Team
–","Team
–","HALF
02:00:42","Finish Net
04:13:59","Finish Gun
04:22:23"
18230,7136,18230,"Toloza Portilla, Briyid Karina","Team
–","Team
–","HALF
01:45:42","Finish Net
04:13:59","Finish Gun
04:20:22"
18231,7137,18231,"Srithaporn, Suraphee","Team
–","Team
–","HALF
01:56:25","Finish Net
04:14:00","Finish Gun
04:22:23"
18233,7138,18233,"Martinez, Teresa","Team
–","Team
–","HALF
02:02:32","Finish Net
04:14:01","Finish Gun
04:23:36"
18234,7139,18234,"Jones, Shannon","Team
–","Team
–","HALF
02:02:02","Finish Net
04:14:01","Finish Gun
04:22:37"
18235,7140,18235,"Duvall, Jodie","Team
–","Team
–","HALF
01:48:26","Finish Net
04:14:01","Finish Gun
04:17:47"
18236,7141,18236,"Yingling, Vanessa","Team
–","Team
–","HALF
02:00:10","Finish Net
04:14:01","Finish Gun
04:24:31"
18239,7142,18239,"Keidaish, Chloe","Team
–","Team
–","HALF
01:59:46","Finish Net
04:14:03","Finish Gun
04:18:02"
18240,7143,18240,"Kansky, Melissa","Team
–","Team
–","HALF
02:01:33","Finish Net
04:14:04","Finish Gun
04:24:28"
18241,7144,18241,"Johnson, Kaleigh","Team
–","Team
–","HALF
02:01:46","Finish Net
04:14:05","Finish Gun
04:16:27"
18249,7145,18249,"Wolfe, Krista","Team
–","Team
–","HALF
01:59:09","Finish Net
04:14:10","Finish Gun
04:14:58"
18250,7146,18250,"Talbott, Carrie","Team
KorfEdge Running","Team
KorfEdge Running","HALF
01:45:56","Finish Net
04:14:11","Finish Gun
04:19:41"
18251,7147,18251,"Perreault, Josee","Team
–","Team
–","HALF
01:57:15","Finish Net
04:14:12","Finish Gun
04:23:52"
18252,7148,18252,"Jandreau, Madison","Team
–","Team
–","HALF
02:01:45","Finish Net
04:14:12","Finish Gun
04:17:38"
18253,7149,18253,"Kerksick, Malynda","Team
–","Team
–","HALF
01:50:49","Finish Net
04:14:12","Finish Gun
04:15:32"
18256,7150,18256,"Carton, Martina","Team
–","Team
–","HALF
01:57:23","Finish Net
04:14:12","Finish Gun
04:16:43"
18257,7151,18257,"Noone, Caitlin","Team
–","Team
–","HALF
01:57:26","Finish Net
04:14:13","Finish Gun
04:24:27"
18259,7152,18259,"Zelisko, Debra","Team
–","Team
–","HALF
02:00:30","Finish Net
04:14:13","Finish Gun
04:22:45"
18261,7153,18261,"Mcnamara, Margaret","Team
–","Team
–","HALF
01:55:52","Finish Net
04:14:13","Finish Gun
04:15:20"
18262,7154,18262,"Jung, You Soon","Team
–","Team
–","HALF
01:56:49","Finish Net
04:14:13","Finish Gun
04:39:38"
18263,7155,18263,"Kapral, Courtney","Team
–","Team
–","HALF
01:52:57","Finish Net
04:14:14","Finish Gun
04:14:38"
18271,7156,18271,"Valencia Muñoz, Fernanda","Team
–","Team
–","HALF
01:56:18","Finish Net
04:14:16","Finish Gun
04:15:00"
18272,7157,18272,"Goetz, Jennifer","Team
–","Team
–","HALF
01:56:35","Finish Net
04:14:17","Finish Gun
04:15:06"
18273,7158,18273,"Tan, Jacqueline","Team
–","Team
–","HALF
01:58:54","Finish Net
04:14:17","Finish Gun
04:21:30"
18276,7159,18276,"Frederick, Sandra","Team
–","Team
–","HALF
02:04:36","Finish Net
04:14:19","Finish Gun
04:25:36"
18277,7160,18277,"Burrows, Jennifer","Team
–","Team
–","HALF
01:57:52","Finish Net
04:14:20","Finish Gun
04:24:12"
18279,7161,18279,"Chen, Li Ju","Team
–","Team
–","HALF
01:57:38","Finish Net
04:14:20","Finish Gun
04:19:03"
18282,7162,18282,"Fletcher, Patricia","Team
–","Team
–","HALF
01:56:32","Finish Net
04:14:22","Finish Gun
04:22:53"
18283,7163,18283,"Hunter, Susan","Team
–","Team
–","HALF
01:58:30","Finish Net
04:14:22","Finish Gun
04:23:38"
18285,7164,18285,"Bergen, Laura","Team
–","Team
–","HALF
01:58:22","Finish Net
04:14:22","Finish Gun
04:18:15"
18288,7165,18288,"Murray, Christine","Team
–","Team
–","HALF
02:02:22","Finish Net
04:14:23","Finish Gun
04:23:59"
